title,date,publisher,venue,authors,abstract,요약
The role of pre-season health characteristics as injury risk factors in female adolescent soccer players,2021-01-01,,,,"[Purpose] Determine if female adolescent soccer players with a history of concussion, impaired K-D scores, and pre-season subjective complaints of neck pain, dizziness, and headache were predisposed to additional risk of musculoskeletal or concussive injury during 10-weeks of competitive play. [Participants and Methods] Twenty-three female high school soccer athletes provided concussion history and reported pre-season subjective complaints. K-D testing was performed pre and postseason. During the 10-week season, all injuries, preventing participation in practice or game, were recorded. [Results] Six reported a history of concussion. Of those six, three injuries were reported, including two concussions and a hamstring strain. Baseline K-D scores were worse in athletes that had two or more pre-season subjective factors compared to those that did not have any. Moderate positive correlations were found between a history of concussion and the number of injuries and a history of concussion and K-D post-test scores. [Conclusion] Findings indicate that pre-season subjective factors of neck pain, dizziness and headache, history of concussion, and K-D potentially increased injury risk. Combining pre-season metrics both at baseline and during the course of the season may assist in better injury risk screening in-season or indicate suboptimal function due to cumulative effects.","This paper investigates the relationship between pre-season health characteristics—specifically concussion history, K-D scores, and subjective complaints like neck pain and dizziness—and their impact on injury risk in female adolescent soccer players during a competitive season. The study finds that athletes with multiple pre-season complaints and a history of concussion have worse K-D scores and a higher likelihood of sustaining injuries, suggesting the importance of incorporating these metrics for injury risk screening."
Validity of an Inertial Measurement Unit System to Assess Lower-limb Kinematics during a Maximal Linear Deceleration,2021-01-01,,,,"This study examined the validity of an inertial measurement unit system for measuring lower-limb joint kinematics during linear decelerations. A male team athlete (age 36 years, stature 1.75 m, mass 80.0 kg) performed multiple linear decelerations, following 20 m runs at 50%, 75% and 100% self-perceived effort. Inertial measurement unit sensors were strapped to lower-limb segments and retroreflective markers were adhered to the lower-limbs for 3D optical motion analysis. Ground contact time, foot to centre of mass displacement (foot-COM), peak and minimum angle, mean angular velocity and range of motion at the ankle, knee and hip during the contact phases of each deceleration were determined. Measures were valid if a very large correlation (r ≥ 0.7) and small bias (effect size < 0.6) were evident. Following 50% effort, ground contact time, foot-COM and most hip and knee kinematics were valid. Ground contact time, foot-COM and knee flexion velocity and range of motion were valid following 75% efforts. Ground contact time and knee flexion velocity were valid following 100% effort. Therefore, the inertial measurement unit system tested can be used to assess temporal-spatial parameters during a deceleration regardless of the preceding effort, and hip and knee kinematics following low intensity running.","This study investigates the validity of an inertial measurement unit system for assessing lower-limb joint kinematics during linear deceleration in team athletes. The results indicate strong correlations and small biases in measurements of ground contact time, foot-COM displacement, and knee flexion across varying effort levels, supporting the system's effectiveness for analyzing kinematics in deceleration scenarios."
Relationship between Explosive Strength and Agility among College Level Football Players,2021-01-01,,,,"Context: For a successful performance, influence of certain biomechanical factors enhances learning and mechanical effectiveness of performance in football. For a player, dynamic strength ability gives acceleration to the body which affects explosive strength and physical abilities. Aims: The aim of the study was to find out the relationship between explosive strength and agility among college level footballers. Settings and Design: A pilot study was conducted among college level football players from different colleges of Dakshin Kannad. Materials and Methods: Twenty male college level football players (21.25 ± 2.0 years) participated in this study, wherein each participant took part in two kinds of testing sessions: countermovement jump and t- test. Explosive strength was assessed using My Jump application, and agility was assessed using t- test. Statistical Analysis Used: Karl Pearson correlation coefficient test was used for analysis. Results: There was a significant moderate negative correlation between explosive strength and agility among college level football players ( r = −0.536 and P = 0.015) and was statistically significant. Conclusions: The present study concluded that there was a moderate negative correlation between explosive strength and agility among college level football players. Greater the explosive strength, lower is the time taken to perform t- test.","This study investigates the relationship between explosive strength and agility among college-level football players. It finds a significant moderate negative correlation, indicating that higher explosive strength is associated with lower agility performance times."
The impact of the foot contact position and cutting angle during cutting on the risk of anterior cruciate ligament injury,2021-01-01,,,,"[Purpose] This study aimed to clarify the impact of the foot contact position and cutting angle on the risk of anterior cruciate ligament injury during cutting. [Participants and Methods] Seven healthy males performed cuttings under four tasks by changing the foot contact position and cutting angle. A three-dimensional motion analysis system and force plates were used for taking measurements. The peak vertical ground reaction force and loading rate were calculated. The pelvic, hip, and knee joint angles were measured at the peak vertical ground reaction force. [Results] The loading rate was significantly higher in the lateral foot contact than in the anterior foot contact when the cutting angle was large. The knee flexion angle at the peak vertical ground reaction force was significantly smaller in the lateral foot contact than in the anterior foot contact when the cutting angle was large, similar to the pelvic forward inclination angle, regardless of the foot contact position. [Conclusion] As the cutting angle increased, the knee flexion and pelvic forward inclination angles decreased, resulting in an increase in the loading rate during cutting with the lateral foot contact. Therefore, an increase in the cutting angle can increase the risk of anterior cruciate ligament injury.","This study examines how foot contact position and cutting angle influence the risk of anterior cruciate ligament (ACL) injuries during cutting maneuvers. The findings indicate that a lateral foot contact position at larger cutting angles significantly raises the loading rate and alters knee joint dynamics, heightening ACL injury risk."
ACUTE EFFECT OF SPEED TEST ON THE SKIN TEMPERATURE OF ELITE SOCCER PLAYERS,2021-01-01,,,,"ABSTRACT Introduction Infrared thermography has been used in several areas, mainly in sports training, and specifically in soccer. Objectives The objectives of the study were to verify the acute effect of a displacement speed test on the skin temperature of elite female soccer players, to observe pre- and post-test thermal asymmetries, and to compare responses in the anterior and posterior regions of lower limbs. Methods Cross-sectional study that evaluated 17 soccer players of the 2018 Brazilian Championship. They were submitted to thermography before and 10 minutes after performing the displacement speed test. Thermographic images were collected using a FLIR® model 8 thermal imager and changes in skin temperature in the anterior and posterior regions of the lower limbs were analyzed, according to the areas of interest. Descriptive statistics were performed and mean and standard deviation of the temperatures of the areas of interest were analyzed. The normality of the data was verified, and then the Student’s t test for normal paired and independent samples and the Mann-Whitney test for non-normal samples were conducted, with p &lt;0.05 being adopted for significance level. Results It was possible to observe that after the test there was an increase in skin temperature in all the regions analyzed, both on the dominant and non-dominant sides (p &lt;0.05). Regarding the analysis of the anterior region, it was possible to observe a higher temperature (p &lt;0.05) in the region of the tibial muscles than in the region of the quadriceps muscles. Conclusion It is concluded that thermography helps to understand the thermal responses of lower limbs after applying the displacement speed test. The study shows that thermographic evaluation can guide the organization of the training session when motor tests have previously been applied, and in the detection of abnormal overloads, helping to prevent injuries. Level of evidence IV; Therapeutic studies - Investigation of treatment results.","This paper investigates the acute effects of a displacement speed test on the skin temperature of elite female soccer players using infrared thermography. The study found a significant increase in skin temperature in both the anterior and posterior regions of the lower limbs post-test, with the tibial muscles exhibiting higher temperatures compared to the quadriceps, highlighting the potential of thermographic evaluation for guiding training and injury prevention."
Contrast training in football and its effect on the performance of students in this field of education,2021-01-01,,,,"Confusion in the literature also affects studies on football. Complex and contrast training protocols in football that are used to define the purpose of this study, to examine the effect on player performance, on methods to deal with developments and discussions with existing methods to evaluate the positive and negative aspects to provide a critical perspective on sensible recommendations.","This paper investigates the impact of complex and contrast training protocols on the performance of football players, highlighting the confusion in existing literature. It aims to critically evaluate the effectiveness of these training methods while providing sensible recommendations for players in the field of education."
An investigation into GPS brand reporting differences and validation of a between-brand calibration tool for football,2021-01-01,,,,"The number of GPS devices brands, commercially available to football teams has risen significantly in the past two decades. As players continue to change between teams such as club, country, youth, professional, their activity may be tracked with two or more brands. Discrepancies between device brand reporting can affect the decisions to adjust individual training load and place players at a higher risk of injury when multiple brands are being used. This project of research has investigated discrepancies between commercial GPS brands and provided a correction tool to be used when comparing GPS derived data between different brands.","This paper investigates discrepancies in GPS reporting among various brands used in football, emphasizing the implications for training load adjustments and injury risk. It presents a calibration tool designed to improve the accuracy of data comparison between different GPS devices."
OVERVIEW OF WELLNESS METHODS FOR PEOPLE PRACTICING SPORTS,2021-01-01,,,,"The term “wellness” embraces a wide spectrum of methods that impact the human body by restoring its capabilities and functions, which were previously depleted as a result of increased physical and mental activities such, i.e. sport. Judging by the number of amateur, semi-professional, and professional sporting events at local and national levels, societies consider sports a major part of their everyday lives. A growing percentage of the population is exposing their bodies to various strains, which may result in fatigue, overtraining and injuries, and so the market demand for recovery-related services is on the rise. Therefore, this paper is an overview of the most important and the latest wellness systems and methods applied in today’s sport. They divide into three areas: pedagogical, psychological and medical-biological. Among the most popular treatments are: light radiation with infrared rays, cryotherapy, electrotherapy, magnetotherapy, ultrasound and laser therapy, as well as a sauna, paraffin compress, mud compress and brine baths. In a broader context, the paper also acknowledges the growing demand for better body recovery methods and the latest developments in the field of sport physiotherapy.","This paper provides an overview of wellness methods aimed at restoring bodily functions affected by the physical and mental demands of sports. It highlights three key areas—pedagogical, psychological, and medical-biological—while discussing various popular recovery treatments like cryotherapy, electrotherapy, and other physiotherapy advancements in response to increasing market demand for such services."
"Peak Speeds of Professional Football Players During Bouts of Non-curved, Manual Treadmill Sprints",2021-01-01,,,,"Purpose: Speed training and short distance sprints have become an essential component of preparation for professional football players. Current trends in speed training have included the application of non-curved, manual treadmills, as they may enhance peak speeds with less biomechanical stress. A lack of data currently exists in regards to the effectiveness of different settings and peak speed response. Therefore, we proposed to compare peak speeds during different settings of non-curved, manual treadmills. It was hypothesized that as resistance/incline increased, peak sprinting speeds would decrease and vice versa. Methods: Fourteen male professional football players (27.14 ± 3.11 yrs., 183.93 ± 8.52 cm, 100.36 ± 15.60 kg) sprinted at peak speeds during four different incline/resistance bouts. Paired samples T-tests examined differences between bouts, and significance was set at p ≤ 0.008. Results: A significant difference (p &lt; 0.001) existed for peak speeds between each incline/resistance bout (i.e. INC15R8, INC15R5, INC20R3, INC20R1). Conclusions: The observed data differences existed between all bouts, indicating that as resistance and/or incline increased, peak speed decreased. This also indicated that as resistance and/or incline decreased, peak speed increased during sprint bouts in professional football players.","This paper investigates the impact of different incline and resistance settings on the peak sprinting speeds of professional football players using non-curved, manual treadmills. The results indicate that increasing resistance and incline negatively affects peak speed, while decreasing these factors enhances sprint performance."
Motor speech and motor limb status in athletes following a concussion,2019-12-30,,,,"Purpose There is limited research on the effects of an acute concussion on motor speech production in student-athletes. This study investigated the effects of a concussion on (1) speech alternating motion rates and (2) finger repetition task. Methods Eighteen individuals with a concussion and 18 individuals in a healthy comparison (HC) group, matched for age and years of education served as participants. Oral diadochokinetic sequential motion rates (SMR) and alternating motion rates (AMR) were measured using Kay Elemetrics Computerized Speech Lab, model 4500. A finger repetition task was also evaluated. Results Independent-samples t-tests revealed statistically significant differences in mean syllable repetition rate between groups: SMRs (p<0.001), AMR /puh/ (p<0.001), AMR /tuh/ (p<0.001), and AMR /kuh/ (p<0.001). Also, a statistically significant difference was found for the finger repetition task (p<0.05). Conclusions Participants with a concussion produced SMR and AMR speech-like tasks and finger repetition tasks significantly slower than a matched healthy control group. Keywords: Motor speech; Concussion; AMR",This paper investigates the impact of acute concussion on motor speech production and finger repetition tasks in student-athletes. The study finds that individuals with a concussion exhibit significantly slower performance in both speech alternating motion rates and finger repetition compared to a healthy control group.
Disordered Eating in Collegiate Athletes,2019-12-30,,,,"Performance pressures and emphasis on body weight and shape put collegiate athletes at risk for disordered eating. If not identified early, disordered eating behaviors could develop into a clinical eating disorder. While such behaviors are a known problem, prevalence rates are not well established in collegiate athletes. Disordered eating may also relate to physiological changes in athletes, such as body composition and performance, although this relationship is not well understood. The aims of this research were to 1) determine the prevalence of disordered eating risk in NCAA Division I student-athletes and 2) determine if such behaviors are related to baseline and changes in body composition over a competitive season. Athletes (n=58) competing in eight different sports (football, men’s and women’s soccer, women’s basketball, gymnastics, men’s and women’s track and field, and women’s diving), from an urban university, completed the Eating Attitudes Test (EAT-26) questionnaire and two dual-energy X-ray absorptiometry (DXA) body composition scans, one at preseason and another at postseason. While no risk for disordered eating was found in this sample, visceral adipose tissue (VAT) was positively correlated with EAT-26 scores (r=0.661, p=0.038) among female gymnasts. Reasons for these findings are unclear; however, it is thought that the ethnic diversity of the sample played a role in the absence of disordered eating risk in this study. Further research is needed to better understand if ethnicity plays a role in disordered eating risk.","This paper investigates the prevalence and correlation of disordered eating behaviors among NCAA Division I student-athletes, focusing on the relationship between these behaviors and body composition across a competitive season. While the study found no significant risk for disordered eating in the sample, a notable positive correlation was observed between visceral adipose tissue and eating attitudes in female gymnasts, suggesting potential underlying factors, including ethnic diversity, warranting further exploration."
Ultrasound elastography as a potential method to evaluate entrapment neuropathies in elite athletes: a mini-review,2019-12-28,,,,"Entrapment neuropathies constitute a significant albeit still neglected problem in athletes. Currently available diagnostic options in patients with suspected neuropathies, nerve conduction studies, and magnetic resonance imaging have some drawbacks, mostly related to their invasive character, high cost, and limited availability. This paper reviews published articles documenting the use of ultrasound elastography, a novel technique to determine tissue strain, in the evaluation of nerve stiffness in entrapment neuropathy, and it discusses potential pros and cons of this method in the examination of elite athletes. Based on the review of literature, ultrasound elastography – especially shear wave elastography – seems suitable for the evaluation of entrapment neuropathies in elite athletes. Published evidence from the general population suggests that most common entrapment neuropathies (carpal tunnel syndrome, ulnar neuropathy of the elbow, ulnar tunnel syndrome) are associated with a significant increase in the stiffness of affected nerves, which can be accurately detected with ultrasound elastography. Before adding ultrasound elastography to the armamentarium of diagnostic tests used routinely in athletes, its accuracy in the detection of entrapment neuropathies needs to be verified in this specific group, and the reference values for peripheral nerve strain in sportspersons need to be determined.","This paper reviews the potential of ultrasound elastography, particularly shear wave elastography, as a diagnostic tool for evaluating entrapment neuropathies in elite athletes. It highlights the advantages of this non-invasive technique over traditional methods and emphasizes the need for further validation of its accuracy and establishment of reference values for this specific athlete population."
Rehabilitation of Lateral Ankle Sprains in Sports,2019-12-02,,,,"Lateral ankle sprains are one of the most common injuries in athletes. The rate of injury is as high as 70%. The most commonly involved ligament is the anterior talofibular ligament (ATFL), followed by the calcaneofibular (CFL) and posterior talofibular ligament (PTFL). The common mechanism of injury is inversion with excessive ankle supination in forced plantarflexion when the ankle joint is in its most unstable position. There are three grades of ankle sprains: Grade I, mild with an incomplete tear of ATFL; Grade II, moderate with a complete tear of ATFL with or without an incomplete tear of CFL; and Grade III, severe with complete tear of ATFL and CFL. Grades I and II respond well to functional treatment. Functional treatment includes RICE protocol, i.e., rest, ice, compression, and elevation. It also includes range of motion and strengthening exercises, proprioceptive training, and sports-specific exercises. Bracing and taping of the ankle joint help in preventing the sprains and also reduce the recurrence of the injury. Grade III ankle injury may be treated with surgery if the symptoms persist post functional treatment. The guidelines provided for the treatment of ankle sprains are of general validity, but each athlete is different with different needs. Hence, a personalized exercise protocol should be followed to achieve best results.","This paper discusses the prevalence and treatment of lateral ankle sprains in athletes, highlighting the mechanisms of injury and the classification of sprains into three grades. It emphasizes the effectiveness of functional treatment methods, including the RICE protocol, bracing, and tailored exercise programs for optimal recovery and prevention of recurrence."
HUMAN FACTORS AT WORK: OWAS APPLICATION FOR IDENTIFICATION OF MUSCULOSKELETAL DISORDERS IN A MAINTENANCE ASSISTANT,2019-11-18,,,,"The activities of maintenance and cleaning of swimming pools require several efforts and postures that could cause discomfort and injuries. In this way, this research aimed to identify, applying the OWAS method, the musculoskeletal disorders that affect these workers. The results obtained have made it possible to identify the risks and consequently actions to reduce or eliminate them. The most critical posture identified was the kneeling pose when he is brushing the sides of the swimming pool. To eliminate this posture, it is proposed to change a manual brush to a brush with telescopic stick, designed with an angle that allows the worker to stand upright without flexed his trunk while cleaning the pool. This change improves the working conditions, providing well-being and reducing as negative consequences.","This paper examines the identification of musculoskeletal disorders among maintenance assistants in swimming pool environments using the OWAS method. It highlights the critical risks associated with specific postures, particularly kneeling while cleaning, and proposes ergonomic interventions, such as a telescopic brush, to improve worker safety and comfort."
A neuromuscular training program enhances dynamic neuromuscular control and physical performance in court‐sport athletes,2019-11-14,,,,"This study aimed to investigate the effects of an 8-week neuromuscular training protocol on dynamic neuromuscular control and physical performance. Twenty female court-sport athletes were randomly allocated to two groups, a control (n = 10) and an intervention group (n = 10). All participants performed pre-testing inclusive of a 20-m sprint, countermovement jump (CMJ), Illinois agility test, and the qualitative analysis of a single-leg squat (QASLS), which is an assessment of dynamic neuromuscular control. Subsequently the intervention group engaged in a modified version of the FIFA 11+ neuromuscular training program twice weekly for 8 weeks. At post-testing, there were between-group differences in CMJ (intervention; +3.96-cm vs control; −1.36-cm, P = .003) and QASLS for both legs (P < .001) (right leg, intervention; pre: 3.75, post: 1.91, and control; pre: 4.11, post: 4.08) (left leg, intervention; pre: 3.72, post: 0.98, and control; pre: 4.05, post: 4.23). There was a within-group improvement in 20-m sprint for the intervention group only post-training (pre: 3.69-seconds; post: 3.60-seconds, P = .043), while no differences occurred in Illinois agility test for either group. A modified FIFA 11+ protocol can be considered an effective neuromuscular training program for enhancing dynamic neuromuscular control and sport-specific physical performance in female court-sport athletes.","This paper investigates the impact of an 8-week neuromuscular training program on dynamic neuromuscular control and physical performance among female court-sport athletes. The findings indicate that the modified FIFA 11+ training protocol significantly improved performance in countermovement jumps and dynamic neuromuscular control assessments compared to a control group, while also enhancing sprint times within the intervention group."
"Relationships between Core Strength, Dynamic Balance and Knee Valgus during Single Leg Squat in Male Junior Athletes",2019-10-31,,,,"This study was conducted to evaluate the relationships between core strength, dynamic balance and knee kinematics during single leg squat.Core strength helps to improve dynamic balance and muscle coordination between lower and upper extremities, as well as reduce injury risks and muscular strength imbalance.Dynamic balance is the ability to maintain a stable position during dynamic tasks and can be used as a predictor of injury risk factors.Thirty-two statelevel male junior athletes with a normal range of dynamic knee valgus were recruited.The participants went through a series of tests that included Modified Plank Test, Star Excursion Balance Test (SEBT) and Single Leg Squat (SLS) test.Two-dimensional knee frontal plane projection angle (FPPA) during SLS was evaluated at a 60° knee flexion.There was a statistically significant correlation between distance reached in anteromedial direction and knee FPPA during SLS in the non-dominant leg (r = 0.374, p = 0.035).There was no significant correlation between duration of plank and knee FPPA during SLS in both dominant and non-dominant legs.The outcomes from this study are important to prevent lower limb injuries in male junior athletes.","This study investigates the relationships between core strength, dynamic balance, and knee kinematics during single-leg squats in male junior athletes. Key findings indicate a significant correlation between dynamic balance and knee valgus, emphasizing the importance of improving core strength and balance to potentially reduce injury risks in this population."
“Nutcracker” Cuboid Fracture in a Collegiate Football Player,2019-10-31,,,,"Isolated fracture of the cuboid bone is rare; therefore, careful examination and appropriate imaging are necessary for prompt recognition and treatment to avoid long-term sequelae.The authors present an isolated cuboid fracture in a collegiate football player following a supination, hyperplantarflexion injury of the foot with recommendations for successful evaluation and treatment.[",The paper discusses a rare case of an isolated cuboid fracture in a collegiate football player resulting from a specific foot injury mechanism. It emphasizes the importance of thorough examination and imaging for timely diagnosis and treatment to prevent future complications.
Psychological Characteristics of PSIM Yogyakarta Players in Wading the League 2 Soccer Competition in 2019/2020,2019-10-27,,,,"This study aims to determine the psychological characteristics of PSIM Yogyakarta players in wading the League 2 competition. Data collected from 27 players who are members of the PSIM Team in 2019 can be concluded that PSIM players totaling 27 people have characteristics for the aspect of motivation with a mean (38.6 ) with a percentage (97%), included in the category (very high). As for the aspect of confidence, PSIM players have an average (30) with a percentage (83%) in the (very high) category. For anxiety control aspect, it has average (27.6) with percentage (79%) and categorized (High), mental preparation aspect has average (18) with percentage (60%) and categorized (Medium), aspect of team attention has average (14) with a percentage (71%) and included in the category (High), and the Concentration aspect had an average (23.8) with a percentage (76%) and included in the category (very High).","This study investigates the psychological characteristics of PSIM Yogyakarta players during the League 2 soccer competition. Key findings indicate that players exhibit very high motivation and confidence, with high levels of anxiety control and team attention, alongside medium mental preparation and very high concentration."
How to Evaluate and Improve Foot Strength in Athletes: An Update,2019-10-11,,,,"The foot is a complex system with multiple degrees of freedom that play an essential role in running or sprinting. The intrinsic foot muscles (IFM) are the main local stabilizers of the foot and are part of the active and neural subsystems that constitute the foot core. These muscles lengthen eccentrically during the stance phase of running before shortening at the propulsion phase, as the arch recoils in parallel to the plantar fascia. They play a key role in supporting the medial longitudinal arch, providing flexibility, stability and shock absorption to the foot, whilst partially controlling pronation. Much of the foot rigidity in late stance has been attributed to the windlass mechanism - the dorsiflexion of the toes building tension up in the plantar aponeurosis and stiffening the foot. In addition, recent studies have shown that the IFM provide a necessary active contribution in late stance, in order to develop sufficient impedance in the metatarsal-phalangeal joints. This in turn facilitates the propulsive forces at push-off. These factors support the critical role of the foot in providing rigidity and an efficient lever at push-off. During sprinting, athletes need to generate and maintain the highest (linear) running velocity during a single effort in a sprinting lane. Acceleration and sprinting performance requires forces to be transmitted efficiently to the ground. It may be of particular interest to strengthen foot muscles to maintain and improve an optimal capacity to generate and absorb these forces. The current evidence supports multiple exercises to achieve higher strength in the foot, such as the ""short foot exercise"", toes curl, toes extension or even minimalist running. Their real impact on foot muscle strength remains unclear and data related to its assessment remains scarce, despite a recognized need for this, especially before and after a strengthening intervention. It would be optimal to be able to assess it. In this article, we aim to provide the track and field community with an updated review on the current modalities available for foot strength assessment and training. We present recommendations for the incorporation of foot muscles training for performance and injury prevention.","This paper reviews the importance of foot strength in athletes, particularly in relation to running and sprinting performance. It discusses the role of intrinsic foot muscles in stabilizing the foot, their impact on propulsion, and provides recommendations for training and assessing foot muscle strength to enhance athletic performance and prevent injuries."
A Comparison of Football and Rugby Tackling During Spring Ball,2019-10-01,,,,"<h3>Objective</h3> The study examined the effects tackling style has on forces translated to the brain in football and rugby. <h3>Background</h3> Tackling is linked to concussion due to high or repetitive impact forces. A small number of NFL teams are incorporating the rugby tackle mechanics due to keeping the head out of the way. Rugby style tackle use is increasing in football. <h3>Design/Methods</h3> A convenient sample of 30 male football and rugby participants from two universities participated in this observational study. 20 football participants (20 ± 1.61 YO, 71.63 ± 2.71 in, 210.84 ± 45.52 lbs.) had impact sensors placed in the helmet (CUE™ Sports Sensor, Athlete Intelligence, Kirkland, WA) and 10 rugby participants (20.22 ± 3.31 YO, 70.78 ± 2.11 in, 211.78 ± 40.62 lbs.) were fitted with an instrumented mouthguard (VECTOR™ Sports Sensor, Athlete Intelligence, Kirkland, WA) during their respective spring seasons. Participants practiced without intervention. Devices were returned to researchers after activity, and the data was uploaded. Welch's ANOVA with a Games-Howell post-hoc analyzed the data with significance set at 0.05. <h3>Results</h3> Football participants tallied 3921 impacts over the course of 12 practices, compared to 1868 impacts over 9 practices received by rugby participants. Welch's ANOVA determined that there is a difference in the frequency of impacts between football and rugby participants (<i>Welch's F</i> (1, 4119.84) = 29.41, <i>p</i> &lt; 0.001). Football participants encountered linear impacts at 62.95 ± 36.57g. Rugby participants sustained impacts 20.59 ± 15.79g. The Welch's ANOVA determined a difference in impact force between the football and rugby participants exists (<i>Welch's F</i> (1, 5741.884) = 3780.385, <i>p</i> &lt; 0.001). <h3>Conclusions</h3> Impact frequency appears to be lower in rugby athletes than football athletes during spring ball. Also, the average impact force appears to be less in rugby athletes. The use of a rugby-style tackle generated lower impact forces in athletes when contact occurs.","The paper investigates the differences in tackling styles between football and rugby and their respective impacts on brain forces, linking tackling to concussion risk. Results indicate that rugby participants experienced fewer impacts and lower average impact forces compared to football participants, suggesting the potential benefits of incorporating rugby tackling mechanics in football to reduce concussion risk."
Reduced cognitive resiliency ofattention-deficit/hyperactivity disorder against subconcussive head impacts,2019-10-01,,,,"<h3>Objective</h3> The purpose of this study was to determine the subconcussive head impacts (SHI) effects on neurocognitive function in individuals diagnosed with attention-deficit/hyperactivity disorder (ADHD). <h3>Background</h3> Athletes diagnosed with ADHD have a heightened risk (2 to 4-fold) for sustaining concussion. However, their response to repetitive SHI remain unclear. <h3>Design/Methods</h3> In this case-control intervention study, 17 soccer players clinically diagnosed with ADHD who take their prescribed medication daily, were assigned a heading intervention (ADHD-Heading group),individuals who met the ADHD criteria but were non-soccer players, were assigned into a kicking group, (ADHD-Kicking group, n = 15). Whereas 34 soccer players without ADHD diagnosis were randomized into either a heading or kicking intervention, yielding Non-ADHD-Heading group (n = 17) or Non-ADHD-Kicking group (n = 17). To implement SHI, the heading groups executed 10 headers with a standard soccer ball projected at a velocity of 25 mph (equivalent to a long throw-in) over 10 minutes by a JUGS soccer machine, while the kicking groups performed 10 kicks. Neurocognitive function was measured via the Immediate Post-Concussion Assessment and Cognitive Testing (ImPACT) at pre-intervention baseline, 0h, 2h, and 24h post-intervention. <h3>Results</h3> The vulnerability to SHI was notable in subjects diagnosed with ADHD particularly in memory, as illustrated by a significant group × time interaction, F(6,96) = 3.796, <i>p</i> = 0.002. Both Kicking groups improved verbal memory over time indicating the brain's ability to learn, whereas the Non-ADHD-Heading group showed no improvement. The ADHD-Heading group showed a significant decline at 0h and 2h post-heading compared to other groups. As for visual memory, the ADHD-Heading group showed a significant decline at 24h post; however, all other groups displayed improvement. There were no group differences in remaining domains. <h3>Conclusions</h3> Data suggests neurocognitive vulnerability in athletes diagnosed with ADHD after experiencing SHI, specifically in memory performance. These outcomes can better inform clinicians; overall, promoting a better personalized care in athletes diagnosed with ADHD.","This study investigates the effects of subconcussive head impacts (SHI) on neurocognitive function in athletes diagnosed with attention-deficit/hyperactivity disorder (ADHD) compared to non-ADHD athletes. Findings reveal that athletes with ADHD demonstrate a significant decline in memory performance following SHI, highlighting their neurocognitive vulnerability and underscoring the need for personalized care in this population."
Association of physiological variables with subconcussive head impacts in high school American football,2019-10-01,,,,"<h3>Objective</h3> The purpose of this investigation was to examine the relationships between subconcussive head impact frequency and magnitude and measures of physical exertion and muscle damage. <h3>Background</h3> Subconcussive head impacts, or impacts that do not present with concussion symptoms, are gaining traction as a major public health concern. However, there is a gap in knowledge about the contribution of physiological variables, such as muscle damage and physical exertion, to neurological measures used to assess subconcussive impact-dependent changes. The unknown contribution of physical exertion and strenuous exercise is often listed as a limitation in field studies of subconcussive head impacts. <h3>Design/Methods</h3> Fifteen high school football players wore mouthguards installed with triaxial accelerometers and gyroscopes in order to quantify the linear and rotational accelerations of every head impact sustained throughout one season (practices and games). Additionally, serum samples were collected at twelve time points (pre-season, pre- and post-competition for five in-season games, and post-season) and assayed for CK-MM, the skeletal muscle-specific isoenzyme of creatine kinase. Subjects wore heart rate monitors during the five games, and heart rate data were used to estimate physical exertion in terms of excess post-exercise oxygen consumption (EPOC). <h3>Results</h3> Mixed-effect regression modeling (MRM) showed significant and positive associations between CK-MM and subconcussive head impact kinematic variables, in addition to a significant and positive association between CK-MM and EPOC. The models were adjusted for cumulative head impact exposures up to each game and the pre-season serum CK-MM levels, when applicable. <h3>Conclusions</h3> When investigating subconcussive head impacts, the effects of muscle damage should be considered when using correlated outcome measures, such as inflammatory biomarkers and vestibular assessments.","This paper investigates the relationship between subconcussive head impacts in high school American football players and physiological variables such as muscle damage and physical exertion. It finds significant positive associations between the levels of muscle damage, indicated by CK-MM, and head impact kinematic variables, as well as physical exertion, suggesting that muscle damage should be considered in assessments of subconcussive impacts."
