title,date,year,publisher,venue,authors,abstract,validity
The biomechanical signature of loss of consciousness: computational modelling of elite athlete head injuries,2022-12-22,2022,Oxford University Press (OUP),Brain,"Karl A Zimmerman, Janie Cournoyer, Helen Lai, Samuel B Snider, David Fischer, Simon Kemp, Clara Karton, Thomas B Hoshizaki, Mazdak Ghajari, David J Sharp","Abstract Sports related head injuries can cause transient neurological events including loss of consciousness and dystonic posturing. However, it is unknown why head impacts that appear similar produce distinct neurological effects. The biomechanical effect of impacts can be estimated using computational models of strain within the brain. Here, we investigate the strain and strain rates produced by professional American football impacts that led to loss of consciousness, posturing or no neurological signs. We reviewed 1280 National Football League American football games and selected cases where the team’s medical personnel made a diagnosis of concussion. Videos were then analysed for signs of neurological events. We identified 20 head impacts that showed clear video signs of loss of consciousness and 21 showing clear abnormal posturing. Forty-one control impacts were selected where there was no observable evidence of neurological signs, resulting in 82 videos of impacts for analysis. Video analysis was used to guide physical reconstructions of these impacts, allowing us to estimate the impact kinematics. These were then used as input to a detailed 3D high-fidelity finite element model of brain injury biomechanics to estimate strain and strain rate within the brain. We tested the hypotheses that impacts producing loss of consciousness would be associated with the highest biomechanical forces, that loss of consciousness would be associated with high forces in brainstem nuclei involved in arousal and that dystonic posturing would be associated with high forces in motor regions. Impacts leading to loss of consciousness compared to controls produced higher head acceleration (linear acceleration; 81.5 g ± 39.8 versus 47.9 ± 21.4; P = 0.004, rotational acceleration; 5.9 krad/s2 ± 2.4 versus 3.5 ± 1.6; P &amp;lt; 0.001) and in voxel-wise analysis produced larger brain deformation in many brain regions, including parts of the brainstem and cerebellum. Dystonic posturing was also associated with higher deformation compared to controls, with brain deformation observed in cortical regions that included the motor cortex. Loss of consciousness was specifically associated with higher strain rates in brainstem regions implicated in maintenance of consciousness, including following correction for the overall severity of impact. These included brainstem nuclei including the locus coeruleus, dorsal raphé and parabrachial complex. The results show that in head impacts producing loss of consciousness, brain deformation is disproportionately seen in brainstem regions containing nuclei involved in arousal, suggesting that head impacts produce loss of consciousness through a biomechanical effect on key brainstem nuclei involved in the maintenance of consciousness.",1
Systematic Review and Meta-Analysis of Sex-Based Differences in Recurrent Concussion Incidence Across Sports,2022-12-22,2022,Journal of Women's Sports Medicine,Journal of Women's Sports Medicine,"Udit Dave, Teena Shetty, Kouros Emami, Bridget Jivanelli, Jennifer Cheng, Daphne Ling","BACKGROUND: Disparities in concussion incidence exist on the basis of sex. This meta-analysis aimed to summarize the evidence for recurrent concussion incidence between male and female athletes across various sports. METHODS: Systematic review and meta-analysis. Data Sources - PubMed, EMBASE, and Cochrane Library databases. Eligibility Criteria for Selecting Studies - Studies written in English containing sex comparisons of recurrent concussion data published between January 2000 and June 2021 were included. RESULTS: A total of 1,509 records were identified, of which 114 studies were assessed for eligibility with full-text review. Six studies were ultimately included. Women were found to have more recurrent concussions than men across all sex-comparable sports, which included soccer, basketball, and baseball/softball [RR=2.16 (95% CI: 1.09-4.30)]. More specifically, women were found to have more recurrent concussions in soccer [RR=3.01 (95% CI: 2.08-4.35)] and basketball [RR=2.68 (95% CI: 1.39-5.17)], but inconclusive results were seen for baseball/softball [RR=2.54 (95% CI: 0.54-11.94)]. CONCLUSION: Recurrent concussion rates are greater in sex-comparable women’s sports than in men’s sports. Not all sports had sufficient evidence for inclusion in the meta-analysis. There are sex differences in recurrent concussion incidence in soccer and basketball.",1
PoseCoach: A Customizable Analysis and Visualization System for Video-Based Running Coaching,2022-12-20,2022,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Visualization and Computer Graphics,"Jingyuan Liu, Nazmus Saquib, Chen Zhutian, Rubaiat Habib Kazi, Li-Yi Wei, Hongbo Fu, Chiew-Lan Tai","Videos are an accessible form of media for analyzing sports postures and providing feedback to athletes. Existing sport-specific systems embed bespoke human pose attributes and thus can be hard to scale for new attributes, especially for users without programming experiences. Some systems retain scalability by directly showing the differences between two poses, but they might not clearly visualize the key differences that viewers would like to pursue. Besides, video-based coaching systems often present feedback on the correctness of poses by augmenting videos with visual markers or reference poses. However, previewing and augmenting videos limit the analysis and visualization of human poses due to the fixed viewpoints in videos, which confine the observation of captured human movements and cause ambiguity in the augmented feedback. To address these issues, we study customizable human pose data analysis and visualization in the context of running pose attributes, such as joint angles and step distances. Based on existing literature and a formative study, we have designed and implemented a system, PoseCoach, to provide feedback on running poses for amateurs by comparing the running poses between a novice and an expert. PoseCoach adopts a customizable data analysis model to allow users' controllability in defining pose attributes of their interests through our interface. To avoid the influence of viewpoint differences and provide intuitive feedback, PoseCoach visualizes the pose differences as part-based 3D animations on a human model to imitate the demonstration of a human coach. We conduct a user study to verify our design components and conduct expert interviews to evaluate the usefulness of the system.",1
The Effect of Q Angle on Anaerobic Peak Power and Balance in 15-17 Age Group Football Players,2022-12-18,2022,Akdeniz Spor Bilimleri Dergisi (Mediterranean Journal of Sport Science),Akdeniz Spor Bilimleri Dergisi,"Nilgün VURGUN, Şebnem ŞARVAN CENGİZ, Hüseyin KARESİ, Hayal ÖRCÜTAŞ","Quadriceps angle (QA) is a method that is frequently used in the kinesiological evaluation of the knee joint and lower extremity. In particular, strength has been shown to be important factors for basic football actions such as sprinting or changing direction, passing, jumping, kicking the ball, or stepping fast. In light of these informations, the aim of the study is to examine the effect of QA on anaerobic peak power and balance in youth football players aged 15-17. To measure individuals’ QA, a digital manual goniometer was used, half squat vertical jump test with SmartSpeed Contact Mat to measure anaerobic peak power, and Y balance test to measure balance performance were applied. It was determined that the obtained data were normally distributed, and the Pearson correlation test and simple regression tests were applied to the analysis. The analysis showed no statistically significant relationship between the subjects' QA average values and their anaerobic peak power averages. There was a moderate relationship between left QA and left anterior reach distances (R=0.436, R2 =0.190, p=.048), and a moderately significant relationship between height and right QA and left posterolateral reach distances (R=0.543, R2 =0.295, p=.043). As a result, the subjects' left anterior reach distance variable explained 19% of the total variance in the left QA, while the right QA and left posteromedial reach distance variables explained approximately 30% of the total variance in height.",1
The effects of repeated backward running training on measures of physical fitness in youth male soccer players,2022-12-17,2022,Informa UK Limited,Journal of Sports Sciences,"Yassine Negra, Senda Sammoud, Aaron Uthoff, Rodrigo Ramirez-Campillo, Jason Moran, Helmi Chaabene","This study explored the effects of an 8-week repeated backward running training (RBRT) programme on measures of physical fitness in youth male soccer players. Youth male soccer players were randomly allocated into a RBRT group (n = 20; 13.95 ± 0.22y) or a control group (CG; n = 16; 14.86 ± 0.29y). The CG continued normal soccer training, while the RBRT group replaced some soccer drills with RBRT twice per week. Within-group analysis revealed that RBRT improved all performance variables (∆-9.99% to 14.50%; effect size [ES] = −1.79 to 1.29; p ≤ 0.001). Meanwhile, trivial-to-moderate detrimental effects on sprinting and change of direction (CoD) speed (∆1.55% to 10.40%; p ≤ 0.05) were noted in the CG. The number of individuals improving performance above the smallest worthwhile change ranged from 65–100% across all performance variables in the RBRT group, whereas<50% in the CG reached that threshold. The between-group analysis indicated that the RBRT group improved performance on all performance tasks more than the CG (ES = −2.23 to 1.10; p ≤ 0.05). These findings demonstrate that substituting part of a standard soccer training regimen with RBRT can enhance youth soccer players' sprinting, CoD, jumping, and RSA performance.",1
The <i>Safe Landing</i> warm up technique modification programme: An effective anterior cruciate ligament injury mitigation strategy to improve cutting and jump-movement quality in soccer players,2022-12-17,2022,Informa UK Limited,Journal of Sports Sciences,"Jesús Olivares-Jabalera, Alberto Fílter, Thomas Dos´Santos, José Ortega-Domínguez, Víctor M. Soto Hermoso, Bernardo Requena","The objective of the study was to evaluate the effectiveness of the Safe Landing (SL), a 6-week technique-modification (TM) programme, on cutting and jump-landing movement quality in football players. In a non-randomized design, 32 male semi-professional football players from two Spanish clubs participated in the study: one served as the control group (CG, n = 11), while the other performed the SL (n = 15). Performance and movement quality of drop vertical jump and 70º change of direction (COD70) were evaluated through 2D video footage pre- and post-intervention. In such tasks, the Landing Error Scoring System for first (LESS1) and second (LESS2) landings, and the Cutting Movement Assessment Score (CMAS) were used for assessing movement quality. Pre-to-post changes and baseline-adjusted ANCOVA were used. Medium-to-large differences between groups at post-test were shown in CMAS, LESS1 and LESS2 (p < 0.082, ղ2 = 0.137-0.272), with small-to-large improvements in SL (p < 0.046, ES=0.546-1.307), and CG remaining unchanged (p > 0.05) pre-to-post. In COD70 performance, large differences were found between groups (p < 0.047, ղ2 = 0.160-0.253), with SL maintaining performance (p > 0.05, ES=0.039-0.420), while CG moderately decreasing performance (p = 0.024, ES=0.753) pre-to-post. The SL is a feasible and effective TM program to improve movement quality and thus potential injury risk in cutting and landing, while not negatively affecting performance.",1
STUDY ON THE CHARACTERISTICS OF LOWER LIMB MUSCLE MOTOR ORGANIZATION AMONG ATHLETES WITH TRAUMATIC KNEE INJURIES,2022-12-16,2022,FapUNIFESP (SciELO),Revista Brasileira de Medicina do Esporte,Shi Shengwen,"ABSTRACT Introduction Traumatic injury to the knee joints and their adjacent muscles is common among athletes, and their organizational characteristics require thorough analysis. Objective Investigate the motor organization of muscles in the lower limbs of athletes with traumatic knee injuries. Methods A systematic survey of the peculiarities of motor organization in the muscles of physically healthy athletes was preceded by an analytical survey of the peculiarities of this organization among athletes with traumatic knee injuries interested in medical treatment to restore the functional condition of the knee joints and perform active sports activities. Results The characteristics of muscle motor organization in traumatic injuries and their recovery methods were determined, as well as the formation of a sequential understanding of the recovery process of knee joint injuries for athletes representing various sports. Conclusion The results of this scientific study and the conclusions formulated based on them are of great importance for athletes concerned with restoring functional status after knee joint injuries sustained during the competition and in the training process. Evidence level II; Therapeutic studies - outcomes research.",1
External Ankle Support and Ankle Biomechanics in Chronic Ankle Instability: Systematic Review and Meta-Analysis,2022-12-15,2022,National Athletic Trainers' Association,Journal of Athletic Training,"Patrick L. Rowe, Adam L. Bryant, Thorlene Egerton, Kade L. Paterson","Objective To systematically review the literature to determine whether external ankle supports influence ankle biomechanics in participants with chronic ankle instability (CAI) during sport-related tasks. Data Sources A literature search of MEDLINE, SPORTDiscus, and CINAHL databases was conducted in November 2021. Study Selection Included studies were randomized crossover or parallel-group controlled trials in which researchers assessed ankle biomechanics during landing, running, or change of direction in participants with CAI using external ankle supports compared with no support. Data Extraction Two authors independently identified studies, extracted data, and assessed risk of bias (Cochrane risk-of-bias tool version 2) and quality of evidence (Grading of Recommendations Assessment, Development and Evaluation). Random-effects meta-analysis was used to compare between-groups mean differences with 95% CIs. Grading of Recommendations Assessment, Development and Evaluation recommendations were used to determine the certainty of findings. Data Synthesis A total of 13 studies of low to moderate risk of bias were included. During landing, very low-grade evidence indicated external ankle supports reduce frontal-plane excursion (mean difference [95% CI] = −1.83° [−2.97°, −0.69°], P = .002), plantar-flexion angle at initial contact (−3.86° [−6.18°, −1.54°], P = .001), and sagittal-plane excursion (−3.45° [−5.00°, −1.90°], P &amp;lt; .001) but not inversion angle at initial contact (−1.00° [−3.59°, 1.59°], P = .45). During running, very low- to low-grade evidence indicated external ankle supports reduce sagittal-plane excursion (−5.21° [−8.59°, −1.83°], P = .003) but not inversion angle at initial contact (0.32° [−2.11°, 1.47°], P = .73), frontal-plane excursion (−1.31° [−3.24°, 0.63°], P = .19), or plantar-flexion angle at initial contact (−0.12° [−3.54°, 3.29°], P = .94). Studies investigating changes of direction were insufficient. Conclusions Very low-grade evidence indicated external ankle supports reduce frontal-plane excursion but not inversion angle at initial contact in participants with CAI during landing. Limiting frontal-plane excursion may reduce ankle-sprain risk. Frontal-plane ankle kinematics were not influenced by external ankle supports during running. Sagittal-plane reductions were observed with external ankle supports during landing and running with low to very low certainty, but their influence on ankle-sprain risk is undetermined.",1
"Deconstructing stereotypes: Stature, match-playing time, and performance in elite Women's World Cup soccer",2022-12-14,2022,Frontiers Media SA,Frontiers in Sports and Active Living,"Ciara N. Manning, Yasuki Sekiguchi, Courteney L. Benjamin, McKenna R. Spaulding, Erin E. Dierickx, Jayson M. Spaulding, Dayshia M. Davenport, Jillian R. Picard-Busky, George T. Chiampas, George P. Nassis, Douglas J. Casa","Recruiting companies recommend elite female soccer players be ≥165 cm (5′5″) in stature. This study investigated if stature limits match-playing time and performance in elite World Cup soccer among players, positions, and countries. We hypothesized stature would not affect match-playing time or performance. Descriptive data were collected on 552 players from 2019 FIFA Women's World Cup. Odds ratios determined likelihood of starting for players <165 cm and ≥165 cm. ANOVAs compared playing time between stature groups, among positions, and between countries. Performance factors including assists, goals, attempts, corners, shots blocked, and defending blocks were reported. Independent t-tests compared differences between players (≥165 cm, < 165 cm). Data are reported, mean difference [95% confidence interval] [MD (95%CI)] and effect sizes (ES). On average, 32.3% of players were <165 cm. Of total players, no differences existed in total minutes (F = 0.98, p = 0.32), matches (F = 0.27 p = 0.59), or average minutes per match (F = 0.48, p = 0.49) between stature groups, regardless of position. No differences existed in playing time between players <165 cm and ≥165 cm among any positions (p > 0.05), or between countries (p > 0.05). Taller mid-fielders exhibited greater performance in goals, assists, attempts, shots blocked, and defending blocks (MD [95%CI] ES; assists, −0.44[−0.76,−0.11]0.59, p = 0.009; goals, −0.35[−0.69,−0.01]0.44, p = 0.047); attempts, 3.14[1.38, 4.90]0.80, p = 0.001; corners, 2.04[0.12, 3.95]0.48, p = 0.037; shots blocked, 0.96[0.40, 1.51]0.75, p = 0.001; defending blocks, 0.43[0.32,0.82]0.48, p = 0.035), however, actual differences were minimal. Our findings indicate stature does not inhibit playing and performing elite women's soccer, as nearly one-third of players were <165 cm.",1
Prevention Program in Anterior Cruciate Ligament (ACL) among Indonesian’s Athletes; Review Study,2022-12-10,2022,Sanglah Hospital - Udayana University,Physical Therapy Journal of Indonesia,"Made Vasundhari Putri Gayatri, I Dewa Made Ary Suandika, Komang Trisna Bayu Suta, Dellania Grandifolia Mustafa, Ni Kadek Yuni Fridayani, M. Widnyana, I Putu Gde Surya Adhitya","An ACL injury has been the most common injury for several years. Athletes and players who play the game have the same risk factor to have it. Injury prevention programs must be conducted among teams and could remove team injury costs in medical staff and rehabilitation. This review aims to conduct one prevention program for ACL injury in Indonesian soccer athletes. In Indonesia, this program needs support from all stakeholders, including the coach, chief executor manager, and the medical team. The risk factor of ACL injury is divided into external and internal factors, which have to be the main focus of the medical team to process a program. Prevention program for an ACL injury includes strengthening, agility, plyometrics, balance, and proper warm-up. Those types of exercise should be implemented in intervention among athletes, but they still need their perspectives and health condition.",1
The Short-Term Effect of Dynamic Tape versus the Low-Dye Taping Technique in Plantar Fasciitis: A Randomized Clinical Trial,2022-12-09,2022,MDPI AG,International Journal of Environmental Research and Public Health,"Aurora Castro-Méndez, Inmaculada C. Palomo-Toucedo, Manuel Pabón-Carrasco, Mercedes Ortiz-Romero, Lourdes Mª Fernández-Seguín","Background: Plantar fasciitis is a painful disorder that affects the plantar fascia of the foot, with a multifactorial aetiology. Dorsal flexion deficiency in the ankle is a risk factor for it. The provisional use of taping is described as part of conservative treatment. Dynamic Tape® is a type of tape that, adhered to muscles, allows for potential elastic energy to accumulate and dissipate later, optimizing its function. Therefore, it can offer immediate benefits while the patient awaits definitive treatment depending on the cause. Objective: To verify the effectiveness of Dynamic Tape® and the low-dye taping technique on pain intensity, ankle range of motion, and foot posture index. Method: A randomised, double-blind clinical trial was conducted. A total of 57 subjects from the Clinical Podiatry Area of the University of Seville (Spain), clinically diagnosed with plantar fasciitis, were randomized into two groups. For one week, in the gastrocnemius–Achilles–plantar system, one group was treated with Dynamic Tape® and another group with low-dye taping. Pain, degrees of movement of dorsal flexion, and the foot posture index were measured in both groups before the intervention and one week after the intervention. A repeated-measures analysis of variance (ANOVA) was used to explore the differences between groups. Results: Significant differences in the decrease in pain intensity using Dynamic Tape® were found when comparing the treatments (p = 0.015) and the foot posture index was more normal in low-dye taping (p &lt; 0.001). In both cases, the treatment showed similar behaviour with respect to the dorsal flexion ankle movement. Conclusion: The effectiveness of Dynamic Tape®, compared to that of the low-dye taping, has a major benefit with regard to pain intensity from fasciitis, although it does not produce changes in the ankle range of motion and foot posture index. Consequently, Dynamic Tape® can be considered a taping technique with beneficial effects on pain intensity in the provisional approach to plantar fasciitis.",1
Validity and reliability of inertial measurement units measurements for running kinematics in different foot strike pattern runners,2022-12-08,2022,Frontiers Media SA,Frontiers in Bioengineering and Biotechnology,"Ziwei Zeng, Yue Liu, Pan Li, Lin Wang","This study aimed to assess the validity and reliability of the three-dimensional joint kinematic outcomes obtained by the inertial measurement units (IMUs) for runners with rearfoot strike pattern (RFS) and non-rearfoot strike pattern (NRFS). The IMUs system and optical motion capture system were used to simultaneous collect 3D kinematic of lower extremity joint data from participants running at 12 km/h. The joint angle waveforms showed a high correlation between the two systems after the offset correction in the sagittal plane (NRFS: coefficient of multiple correlation (CMC) = 0.924-0.968, root mean square error (RMSE) = 4.6°-13.7°; RFS: CMC = 0.930-0.965, RMSE = 3.1°-7.7°), but revealed high variability in the frontal and transverse planes (NRFS: CMC = 0.924-0.968, RMSE = 4.6°-13.7°; RFS: CMC = 0.930-0.965, RMSE = 3.1°-7.7°). The between-rater and between-day reliability were shown to be very good to excellent in the sagittal plane (between-rater: NRFS: CMC = 0.967-0.975, RMSE = 1.9°-2.9°, RFS: CMC = 0.922-0.989, RMSE = 1.0°-2.5°; between-day: NRFS: CMC = 0.950-0.978, RMSE = 1.6°-2.7°, RFS: CMC = 0.920-0.989, RMSE = 1.7°-2.2°), whereas the reliability was weak to very good (between-rater: NRFS: CMC = 0.480-0.947, RMSE = 1.1°-2.7°, RFS: CMC = 0.646-0.873, RMSE = 0.7°-2.4°; between-day: NRFS: CMC = 0.666-0.867, RMSE = 0.7°-2.8°, RFS: CMC = 0.321-0.805, RMSE = 0.9°-5.0°) in the frontal and transverse planes across all joints in both types of runners. The IMUs system was a feasible tool for measuring lower extremity joint kinematics in the sagittal plane during running, especially for RFS runners. However, the joint kinematics data in frontal and transverse planes derived by the IMUs system need to be used with caution.",1
"Muscle Injury in Sports Activity - Etiology, Classification and Treatment",2022-12-08,2022,Universitatea Transilvania Brasov,Bulletin of the Transilvania University of Braşov. Series IX: Sciences of Human Kinetics,"B.A. Antohe, M. Rata, B.C. Rata, G. Rata","Muscle lesions are among the most common injuries encountered in performance sports. Despite their high incidence, their diagnosis, classification, and treatment are constantly being debated. Most of the time, the severity of the injury indicates the recovery strategy (conservative, physical therapy, surgical, etc). Currently, due to advances in medical, pharmacological, and physical therapy, the treatment of muscle injuries can be greatly improved. Incomplete or incorrect recovery from a muscle injury can have a series of negative effects (financial or sports performance), which can affect the long-term career of athletes. Considering the incidence and costs that an injury can generate, in this paper, we set out to identify and present the latest approaches, used by specialists in the field, to facilitate the fastest recovery of athletes.",1
